"","MAG","sample_name","sample_title","sample_name_ncbi_full","Site.x","Sample","Completeness","Conatmination","Strain_het","Size","Contigs","GC","N50","seqid","Site.y","bioproject_accession","SRA_accession","year","collection_date","depth","X.env_broad_scale","X.env_local_scale","X.env_medium","X.geo_loc_name","X.lat_lon","alkalinity","alkalinity_method","alkyl_diethers","altitude","aminopept_act","ammonium","atmospheric_data","bac_prod","bac_resp","bacteria_carb_prod","biomass","bishomohopanol","bromide","calcium","carb_nitro_ratio","chem_administration","chloride","chlorophyll","collection_method","conduc","density","diether_lipids","diss_carb_dioxide","diss_hydrogen","diss_inorg_carb","diss_inorg_nitro","diss_inorg_phosp","diss_org_carb","diss_org_nitro","diss_oxygen","down_par","elev","fluor","glucosidase_act","isolation_source","light_intensity","magnesium","mean_frict_vel","mean_peak_frict_vel","misc_param","n_alkanes","neg_cont_type","nitrate","nitrite","nitro","omics_observ_id","org_carb","org_matter","org_nitro","organism_count","oxy_stat_samp","part_org_carb","part_org_nitro","perturbation","petroleum_hydrocarb","ph","phaeopigments","phosphate","phosplipid_fatt_acid","photon_flux","pos_cont_type","potassium","pressure","primary_prod","redox_potential","ref_biomaterial","rel_to_oxygen","salinity","samp_collect_device","samp_mat_process","samp_size","samp_store_dur","samp_store_loc","samp_store_temp","samp_vol_we_dna_ext","silicate","size_frac","size_frac_low","size_frac_up","sodium","soluble_react_phosp","source_material_id","sulfate","sulfide","suspend_part_matter","temp","tidal_stage","tot_depth_water_col","tot_diss_nitro","tot_inorg_nitro","tot_nitro","tot_part_carb","tot_phosp","turbidity","water_current","description","derived_from","GTDB classification","Domain","Phylum","Class","Order","Family","Genus","Species","sample_name_ncbi"
"690","samp_4444_concoct_1996","Sediminibacterium sp009924165_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Sediminibacterium sp._LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",91.09,3.76,100,1.78955,407,36.1,6050,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp009924165","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,"Sediminibacterium sp."
"691","samp_4444_concoct_2025","F1-60-MAGs149 sp016870485_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Actinomycetota bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",75.32,2.18,20,1.975438,655,74.1,3666,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__F1-60-MAGs149;s__F1-60-MAGs149 sp016870485","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium"
"692","samp_4444_maxbin_840","UBA952 sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_1","26. Mbita West","samp_4444",83.51,7.41,33.33,2.364805,436,34.8,6489,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
"693","samp_4444_maxbin_841","UBA952 sp016866415_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_2","26. Mbita West","samp_4444",78.49,19.61,4.48,3.049728,875,34.5,3498,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp016866415","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
"694","samp_4444_metabat2_104","Ferruginibacter sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Chitinophagaceae bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",83.9,2.02,50,1.889944,364,45.7,6006,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA,"Chitinophagaceae bacterium"
"695","samp_4444_metabat2_106","Limnohabitans sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Burkholderiales bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",82.39,2.38,30,1.95638,401,52.7,5404,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales bacterium"
"696","samp_4444_metabat2_129","UBA952 sp._LV_35_26. Mbita West_2023_1","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_3","26. Mbita West","samp_4444",81.64,2,77.78,1.86664,413,42.8,5061,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
"697","samp_4444_metabat2_133","UBA952 sp016872115_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Sphingomonadales bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",99.46,2.16,60,2.091271,126,43.1,25444,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp016872115","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,"Sphingomonadales bacterium"
"698","samp_4444_metabat2_134","SYFN01 sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Burkholderiaceae bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",85.12,5.82,58.62,1.985006,404,55.3,5403,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SYFN01;s__","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,"Burkholderiaceae bacterium"
"699","samp_4444_metabat2_139","F1-60-MAGs027 sp016870295_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Actinomycetota bacterium_LV_35_26. Mbita West_2023_1","26. Mbita West","samp_4444",77.35,5.3,60,1.510423,334,62.1,4872,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-60-MAGs027;s__F1-60-MAGs027 sp016870295","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium"
"700","samp_4444_metabat2_140","UBA952 sp016868915_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_4","26. Mbita West","samp_4444",80.54,4.57,50,1.861881,300,34.6,7896,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp016868915","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
"701","samp_4444_metabat2_153","UBA955 sp016868785_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_5","26. Mbita West","samp_4444",98.63,0.6,50,2.07784,145,47.2,26356,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__UBA955 sp016868785","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
"702","samp_4444_metabat2_155","Vulcanococcus sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Synechococcaceae bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",76.39,9.92,75.56,2.108385,403,69.1,6132,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium"
"703","samp_4444_metabat2_16","Fonsibacter sp016882225_LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Candidatus Pelagibacterales bacterium_LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",76.8,2.63,0,0.879296,193,30.2,5617,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__Fonsibacter sp016882225","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium"
"704","samp_4444_metabat2_171","NIES-981 sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Cyanobium sp._LV_35_26. Mbita West_2023","26. Mbita West","samp_4444",82.56,10.11,39.53,2.48103,524,68.5,5491,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__NIES-981;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp."
"705","samp_4444_metabat2_174","JJ008 sp._LV_35_26. Mbita West_2023","LV_35_samp_4444_26. Mbita West_2023","Bacteroidota bacterium_LV_35_26. Mbita West_2023_6","26. Mbita West","samp_4444",95.57,0.99,0,2.233056,37,49.5,140278,"LV_35","26. Mbita West","PRJNA1119566","SAMN41659704",2023,"6/1/23","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4233_34.19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection","146.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.9mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"20.6(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"9.3m ","291(ug/L)",NA,"302 (ug/L)",NA,"52.8 (ug/L)","5NTU",NA,"Mbita West","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659704  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium"
