BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4444_metabat2_78_contig_58_terpene,samp_4444_metabat2_78_contig_58_terpene,1999,3619,1620,,ctg166_3,,,,,
samp_4444_metabat2_78_contig_58_terpene,samp_4444_metabat2_78_contig_58_terpene,3604,4900,1296,,ctg166_4,,biosynthetic (rule-based-clusters) terpene: Lycopene_cycl,,,biosynthetic
samp_4444_metabat2_78_contig_58_terpene,samp_4444_metabat2_78_contig_58_terpene,4908,5910,1002,,ctg166_5,,,,,
samp_4444_metabat2_78_contig_58_terpene,samp_4444_metabat2_78_contig_58_terpene,5932,6250,318,,ctg166_6,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,0,123,123,,ctg167_1,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,182,1073,891,,ctg167_2,,biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 268.5; E-value: 2.3e-81),,,biosynthetic-additional
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,1069,1879,810,,ctg167_3,,biosynthetic-additional (smcogs) SMCOG1141:acyltransferase (Score: 145.3; E-value: 2.8e-44),,,biosynthetic-additional
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,1808,2558,750,,ctg167_4,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,2557,3262,705,,ctg167_5,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,3508,4792,1284,,ctg167_6,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,4897,5323,426,,ctg167_7,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,5675,6626,951,,ctg167_8,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6;biosynthetic-additional (smcogs) SMCOG1036:alpha/beta hydrolase fold protein (Score: 91.9; E-value: 9.2e-28),,,biosynthetic-additional
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,6854,7247,393,,ctg167_9,,regulatory (smcogs) SMCOG1008:response regulator (Score: 86.1; E-value: 4.3e-26),,,regulatory
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,7273,9898,2625,,ctg167_10,,regulatory (smcogs) SMCOG1008:response regulator (Score: 93.2; E-value: 2.8e-28),,,regulatory
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,10001,10940,939,,ctg167_11,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,10942,12361,1419,,ctg167_12,,biosynthetic-additional (smcogs) SMCOG1222:dehydrogenase (Score: 43.7; E-value: 3.2e-13),,,biosynthetic-additional
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,12498,12846,348,,ctg167_13,,,,,
samp_4444_metabat2_78_contig_113_terpene,samp_4444_metabat2_78_contig_113_terpene,12842,13325,483,,ctg167_14,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,0,615,615,,ctg168_1,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,684,1377,693,,ctg168_2,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,1454,2633,1179,,ctg168_3,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,2717,5429,2712,,ctg168_4,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,5446,6682,1236,,ctg168_5,,biosynthetic (rule-based-clusters) terpene: Lycopene_cycl,,,biosynthetic
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,6688,7294,606,,ctg168_6,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,7354,7624,270,,ctg168_7,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,7623,8028,405,,ctg168_8,,,,,
samp_4443_semibin_480_contig_163_terpene,samp_4443_semibin_480_contig_163_terpene,8066,8921,855,,ctg168_9,,,,,
samp_4443_semibin_480_contig_250_hglE-KS,samp_4443_semibin_480_contig_250_hglE-KS,2,1889,1887,,ctg169_1,,biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 217.2; E-value: 7.8e-66),,,biosynthetic-additional
samp_4443_semibin_480_contig_250_hglE-KS,samp_4443_semibin_480_contig_250_hglE-KS,1954,4066,2112,,ctg169_2,,biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 67.1; E-value: 2.8e-20),,,biosynthetic-additional
samp_4443_semibin_480_contig_250_hglE-KS,samp_4443_semibin_480_contig_250_hglE-KS,4062,12147,8085,,ctg169_3,,biosynthetic (rule-based-clusters) hglE-KS: hglD;biosynthetic-additional (rule-based-clusters) ketoacyl-synt;biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (smcogs) SMCOG1093:Beta-ketoacyl synthase (Score: 76.5; E-value: 2.8e-23),,,biosynthetic
samp_4443_semibin_480_contig_250_hglE-KS,samp_4443_semibin_480_contig_250_hglE-KS,12235,12595,360,,ctg169_4,,,,,
samp_4443_semibin_480_contig_250_hglE-KS,samp_4443_semibin_480_contig_250_hglE-KS,13185,13416,231,,ctg169_5,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,2,1208,1206,,ctg170_1,,biosynthetic-additional (rule-based-clusters) Aminotran_1_2;biosynthetic-additional (rule-based-clusters) DegT_DnrJ_EryC1,,,biosynthetic-additional
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,1740,2667,927,,ctg170_2,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,2696,4085,1389,,ctg170_3,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,4135,5242,1107,,ctg170_4,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,5235,7719,2484,,ctg170_5,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,7859,8459,600,,ctg170_6,,"biosynthetic-additional (smcogs) SMCOG1115:HAD-superfamily hydrolase, subfamily IA, variant (Score: 66.4; E-value: 4.7e-20)",,,biosynthetic-additional
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,8776,9304,528,,ctg170_7,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,9319,10531,1212,,ctg170_8,,biosynthetic-additional (rule-based-clusters) DAO;biosynthetic-additional (smcogs) SMCOG1103:FAD dependent oxidoreductase (Score: 193.5; E-value: 1.1e-58),,,biosynthetic-additional
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,10778,10988,210,,ctg170_9,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,10937,11066,129,,ctg170_10,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,11247,11829,582,,ctg170_11,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,11855,12419,564,,ctg170_12,,,,,
samp_4443_maxbin_277_contig_38_terpene,samp_4443_maxbin_277_contig_38_terpene,12424,12667,243,,ctg170_13,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,0,774,774,,ctg171_1,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,1026,1926,900,,ctg171_2,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,1932,2793,861,,ctg171_3,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,2814,4047,1233,,ctg171_4,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,4118,4403,285,,ctg171_5,,biosynthetic (rule-based-clusters) RRE-containing: Stand_Alone_Lasso_RRE;biosynthetic-additional (rule-based-clusters) PF05402,,,biosynthetic
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,4414,4867,453,,ctg171_6,,biosynthetic (rule-based-clusters) lassopeptide: PF13471,,,biosynthetic
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,5000,5240,240,,ctg171_7,,,,,
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,5209,6853,1644,,ctg171_8,,transport (smcogs) SMCOG1288:ABC transporter related protein (Score: 201.5; E-value: 3.9e-61),,,transport
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,6859,8152,1293,,ctg171_9,,biosynthetic-additional (rule-based-clusters) NTP_transf_5,,,biosynthetic-additional
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,8254,10123,1869,,ctg171_10,,biosynthetic (rule-based-clusters) lassopeptide: Asn_synthase;biosynthetic-additional (rule-based-clusters) GATase_7;biosynthetic-additional (smcogs) SMCOG1177:asparagine synthase (glutamine-hydrolyzing) (Score: 221.3; E-value: 3.9e-67),,,biosynthetic
samp_4443_maxbin_277_contig_110_RRE-containing,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide,10122,10488,366,,ctg171_11,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,416,653,237,,ctg172_1,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,669,1869,1200,,ctg172_2,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,1865,2864,999,,ctg172_3,,other (smcogs) SMCOG1157:hypothetical protein (Score: 103.3; E-value: 2.7e-31),,,other
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,3602,3761,159,,ctg172_4,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,3714,4047,333,,ctg172_5,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,4056,4329,273,,ctg172_6,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,4498,7660,3162,,ctg172_7,,biosynthetic (rule-based-clusters) RiPP-like: TIGR01193;biosynthetic-additional (rule-based-clusters) Peptidase_C39;resistance (resist) ABC_efflux (Score: 260.3; E-value: 2.3e-79);transport (smcogs) SMCOG1288:ABC transporter related protein (Score: 335.2; E-value: 1.3e-101),,,biosynthetic
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,8072,8816,744,,ctg172_8,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,8852,9668,816,,ctg172_9,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,9785,10772,987,,ctg172_10,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,11213,11489,276,,ctg172_11,,,,,
samp_4443_maxbin_277_contig_222_RiPP-like,samp_4443_maxbin_277_contig_222_RiPP-like,11399,12659,1260,,ctg172_12,,biosynthetic-additional (rule-based-clusters) Peptidase_M16;biosynthetic-additional (rule-based-clusters) Peptidase_M16_C,,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,2,107,105,,ctg173_1,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,219,789,570,,ctg173_2,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,734,1709,975,,ctg173_3,,other (smcogs) SMCOG1227:ribosome biogenesis GTP-binding protein YsxC (Score: 106.3; E-value: 3.7e-32),,,other
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,1769,2483,714,,ctg173_4,,biosynthetic-additional (rule-based-clusters) dTDP_sugar_isom,,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,2475,3366,891,,ctg173_5,,biosynthetic-additional (rule-based-clusters) RmlD_sub_bind;biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (smcogs) SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 55.3; E-value: 1.2e-16),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,3362,4439,1077,,ctg173_6,,biosynthetic-additional (rule-based-clusters) NTP_transf_3;biosynthetic-additional (smcogs) SMCOG1064:glucose-1-phosphate adenylyl/thymidylyltransferase (Score: 304.6; E-value: 1.2e-92),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,4386,4584,198,,ctg173_7,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,4573,4801,228,,ctg173_8,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,5024,5660,636,,ctg173_9,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,5671,6796,1125,,ctg173_10,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,6946,7198,252,,ctg173_11,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,7399,7660,261,,ctg173_12,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,7647,7977,330,,ctg173_13,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,8144,9839,1695,,ctg173_14,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,10331,11213,882,,ctg173_15,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,11511,12774,1263,,ctg173_16,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 222.4; E-value: 1.9e-67),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,12896,14156,1260,,ctg173_17,,biosynthetic-additional (rule-based-clusters) Glycos_transf_2,,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,14299,14758,459,,ctg173_18,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,14804,15809,1005,,ctg173_19,,biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (rule-based-clusters) NAD_binding_4;biosynthetic-additional (rule-based-clusters) RmlD_sub_bind;biosynthetic-additional (smcogs) SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 200.2; E-value: 8.6e-61),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,16023,17202,1179,,ctg173_20,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,17231,18389,1158,,ctg173_21,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 192; E-value: 2.3e-58),,,transport
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,19789,19900,111,,ctg173_22,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,20115,25362,5247,,ctg173_23,,biosynthetic (rule-based-clusters) hglE-KS: hglE;biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 261.8; E-value: 1.9e-79),,,biosynthetic
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,25742,27101,1359,,ctg173_24,,biosynthetic-additional (rule-based-clusters) Aminotran_5;biosynthetic-additional (rule-based-clusters) Aminotran_1_2;biosynthetic-additional (rule-based-clusters) DegT_DnrJ_EryC1;biosynthetic-additional (smcogs) SMCOG1139:aminotransferase class V (Score: 292.5; E-value: 7.9e-89),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,27260,29534,2274,,ctg173_25,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,29822,30170,348,,ctg173_26,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,30361,31609,1248,,ctg173_27,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,31863,32199,336,,ctg173_28,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,32365,33031,666,,ctg173_29,,biosynthetic-additional (rule-based-clusters) PF00881;biosynthetic-additional (smcogs) SMCOG1159:dihydropteridine reductase (Score: 176.7; E-value: 7e-54),,,biosynthetic-additional
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,33124,33334,210,,ctg173_30,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,33606,34107,501,,ctg173_31,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,34103,34712,609,,ctg173_32,,,,,
samp_4324_maxbin_53_contig_124_hglE-KS,samp_4324_maxbin_53_contig_124_hglE-KS,34974,35373,399,,ctg173_33,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,1,289,288,,ctg174_1,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,824,1433,609,,ctg174_2,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,1425,2061,636,,ctg174_3,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,2092,2893,801,,ctg174_4,,biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 191.1; E-value: 3.8e-58),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,3037,3217,180,,ctg174_5,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,3273,6549,3276,,ctg174_6,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 367.7; E-value: 1.7e-111),,,biosynthetic
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,6607,11464,4857,,ctg174_7,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 374.7; E-value: 9.9e-114),,,biosynthetic
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,11587,12364,777,,ctg174_8,,biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 214.6; E-value: 2.7e-65),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,12511,16846,4335,,ctg174_9,,biosynthetic-additional (rule-based-clusters) AMP-binding;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 252.3; E-value: 1.2e-76),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,16950,18294,1344,,ctg174_10,,transport (smcogs) SMCOG1020:major facilitator transporter (Score: 296.2; E-value: 6.1e-90),,,transport
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,18353,22853,4500,,ctg174_11,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (rule-based-clusters) NAD_binding_4;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 390.3; E-value: 2.4e-118),,,biosynthetic
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,23113,24394,1281,,ctg174_12,,biosynthetic-additional (smcogs) SMCOG1123:polyprenol-monophosphomannose synthase ppm1 (Score: 137.2; E-value: 1.4e-41),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,24293,24623,330,,ctg174_13,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,24858,25641,783,,ctg174_14,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,26055,26292,237,,ctg174_15,,biosynthetic-additional (rule-based-clusters) Fer2_4,,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,26325,31275,4950,,ctg174_16,,other (smcogs) SMCOG1173:WD-40 repeat-containing protein (Score: 257.9; E-value: 2.9e-78),,,other
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,31244,32582,1338,,ctg174_17,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,33078,33270,192,,ctg174_18,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,34087,34882,795,,ctg174_19,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,35214,35976,762,,ctg174_20,,biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 188.1; E-value: 3.2e-57),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,36027,36705,678,,ctg174_21,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,37094,38873,1779,,ctg174_22,,biosynthetic-additional (rule-based-clusters) GATase_7;biosynthetic-additional (rule-based-clusters) Asn_synthase;biosynthetic-additional (smcogs) SMCOG1177:asparagine synthase (glutamine-hydrolyzing) (Score: 315.1; E-value: 1.5e-95),,,biosynthetic-additional
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,38877,40149,1272,,ctg174_23,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,40162,40744,582,,ctg174_24,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,40767,42081,1314,,ctg174_25,,,,,
samp_4324_maxbin_53_contig_182_NRPS,samp_4324_maxbin_53_contig_182_NRPS,42134,42851,717,,ctg174_26,,biosynthetic-additional (rule-based-clusters) Orn_Arg_deC_N;biosynthetic-additional (rule-based-clusters) Orn_DAP_Arg_deC;biosynthetic-additional (smcogs) SMCOG1264:diaminopimelate decarboxylase (Score: 170.2; E-value: 7.9e-52),,,biosynthetic-additional
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,2,1367,1365,,ctg175_1,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,1636,1825,189,,ctg175_2,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,2028,2520,492,,ctg175_3,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,2948,3356,408,,ctg175_4,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,3360,4626,1266,,ctg175_5,,biosynthetic-additional (rule-based-clusters) Aldedh,,,biosynthetic-additional
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,4969,5770,801,,ctg175_6,,other (smcogs) SMCOG1226:hypothetical protein (Score: 231.7; E-value: 2.1e-70),,,other
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,5959,7036,1077,,ctg175_7,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,7196,8318,1122,,ctg175_8,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,8486,9302,816,,ctg175_9,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,9388,10621,1233,,ctg175_10,,biosynthetic-additional (rule-based-clusters) Aminotran_1_2,,,biosynthetic-additional
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,10657,11041,384,,ctg175_11,,,,,
samp_4324_maxbin_53_contig_213_T1PKS,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS,11095,12238,1143,,ctg175_12,,,,,
